user_id,movie_id,movie_title,genre_ids,rating
user_25,773867,Seoul Vibe,"[28, 80, 35]",6.1
user_30,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",1.4
user_96,399360,Alpha,"[12, 18]",7.3
user_49,1330681,Hunnington Hills,"[53, 27]",9.9
user_84,298618,The Flash,"[12, 28, 878]",5.5
user_5,298618,The Flash,"[12, 28, 878]",5.5
user_76,823219,Flow,"[16, 14, 12]",8.8
user_57,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",5.7
user_59,1397493,2024.mov,[99],7.5
user_53,298618,The Flash,"[12, 28, 878]",1.7
user_34,823219,Flow,"[16, 14, 12]",6.6
user_51,1122504,Exorcism in Utero,[27],8.7
user_87,646389,Plane,"[28, 12, 53]",4.4
user_41,399360,Alpha,"[12, 18]",8.9
user_5,818647,Through My Window,"[10749, 18, 35]",1.6
user_81,913290,Barbarian,"[27, 9648]",10.0
user_96,1122504,Exorcism in Utero,[27],4.9
user_13,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",5.0
user_89,913290,Barbarian,"[27, 9648]",9.1
user_6,823219,Flow,"[16, 14, 12]",8.2
user_38,653349,Vacation Friends,[35],4.4
user_19,773867,Seoul Vibe,"[28, 80, 35]",5.8
user_73,346910,The Predator,"[878, 28, 12]",2.5
user_11,818647,Through My Window,"[10749, 18, 35]",8.8
user_80,773867,Seoul Vibe,"[28, 80, 35]",5.5
user_75,298618,The Flash,"[12, 28, 878]",3.1
user_82,474350,It Chapter Two,"[27, 18, 53]",5.1
user_86,1397493,2024.mov,[99],9.1
user_60,913290,Barbarian,"[27, 9648]",7.1
user_21,1122504,Exorcism in Utero,[27],5.0
user_45,395817,The Thicket,"[80, 53, 37]",3.7
user_55,474350,It Chapter Two,"[27, 18, 53]",5.1
user_39,1403294,Entre Aulas,"[12, 18, 35]",10.0
user_62,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",3.1
user_74,653349,Vacation Friends,[35],6.2
user_90,913290,Barbarian,"[27, 9648]",1.2
user_85,1330681,Hunnington Hills,"[53, 27]",3.5
user_73,373571,Godzilla: King of the Monsters,"[878, 28]",9.2
user_96,399360,Alpha,"[12, 18]",8.5
user_37,773867,Seoul Vibe,"[28, 80, 35]",6.5
user_46,773867,Seoul Vibe,"[28, 80, 35]",6.7
user_80,474350,It Chapter Two,"[27, 18, 53]",7.1
user_93,298618,The Flash,"[12, 28, 878]",6.7
user_81,373571,Godzilla: King of the Monsters,"[878, 28]",3.8
user_57,373571,Godzilla: King of the Monsters,"[878, 28]",6.2
user_94,298618,The Flash,"[12, 28, 878]",1.8
user_38,823219,Flow,"[16, 14, 12]",7.7
user_23,1403294,Entre Aulas,"[12, 18, 35]",2.2
user_70,653349,Vacation Friends,[35],5.8
user_35,346910,The Predator,"[878, 28, 12]",3.3
user_62,913290,Barbarian,"[27, 9648]",7.7
user_44,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",5.2
user_10,298618,The Flash,"[12, 28, 878]",7.8
user_29,1330681,Hunnington Hills,"[53, 27]",9.7
user_72,653349,Vacation Friends,[35],1.8
user_51,1397493,2024.mov,[99],3.4
user_16,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",4.3
user_96,474350,It Chapter Two,"[27, 18, 53]",6.3
user_82,653349,Vacation Friends,[35],2.0
user_30,399360,Alpha,"[12, 18]",1.2
user_72,823219,Flow,"[16, 14, 12]",9.2
user_29,1122504,Exorcism in Utero,[27],6.7
user_60,913290,Barbarian,"[27, 9648]",6.8
user_15,298618,The Flash,"[12, 28, 878]",1.4
user_5,913290,Barbarian,"[27, 9648]",10.0
user_15,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",3.1
user_69,298618,The Flash,"[12, 28, 878]",4.5
user_48,646389,Plane,"[28, 12, 53]",4.8
user_96,298618,The Flash,"[12, 28, 878]",9.0
user_84,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",8.5
user_79,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",9.5
user_36,373571,Godzilla: King of the Monsters,"[878, 28]",7.2
user_28,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",5.0
user_31,653349,Vacation Friends,[35],1.9
user_88,653349,Vacation Friends,[35],5.9
user_83,653349,Vacation Friends,[35],1.5
user_36,1403294,Entre Aulas,"[12, 18, 35]",9.7
user_59,1122504,Exorcism in Utero,[27],7.0
user_83,818647,Through My Window,"[10749, 18, 35]",9.7
user_7,823219,Flow,"[16, 14, 12]",3.2
user_17,395817,The Thicket,"[80, 53, 37]",2.8
user_98,646389,Plane,"[28, 12, 53]",2.9
user_28,773867,Seoul Vibe,"[28, 80, 35]",4.0
user_19,818647,Through My Window,"[10749, 18, 35]",1.0
user_19,298618,The Flash,"[12, 28, 878]",5.9
user_23,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",6.9
user_4,298618,The Flash,"[12, 28, 878]",1.1
user_31,395817,The Thicket,"[80, 53, 37]",3.9
user_23,474350,It Chapter Two,"[27, 18, 53]",1.5
user_95,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",5.7
user_96,1122504,Exorcism in Utero,[27],5.3
user_100,653349,Vacation Friends,[35],5.6
user_14,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",5.5
user_79,373571,Godzilla: King of the Monsters,"[878, 28]",7.5
user_85,511987,Crawl,"[27, 53]",3.7
user_83,1397493,2024.mov,[99],1.5
user_62,1330681,Hunnington Hills,"[53, 27]",4.8
user_14,399360,Alpha,"[12, 18]",7.4
user_57,1122504,Exorcism in Utero,[27],9.1
user_42,818647,Through My Window,"[10749, 18, 35]",2.3
user_17,474350,It Chapter Two,"[27, 18, 53]",6.6
user_75,646389,Plane,"[28, 12, 53]",7.4
user_49,818647,Through My Window,"[10749, 18, 35]",5.8
user_59,511987,Crawl,"[27, 53]",6.4
user_13,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",8.7
user_84,646389,Plane,"[28, 12, 53]",7.5
user_28,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",5.1
user_30,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",4.1
user_59,1330681,Hunnington Hills,"[53, 27]",4.7
user_13,823219,Flow,"[16, 14, 12]",4.8
user_86,474350,It Chapter Two,"[27, 18, 53]",4.4
user_20,399360,Alpha,"[12, 18]",1.6
user_11,1122504,Exorcism in Utero,[27],4.9
user_96,653349,Vacation Friends,[35],8.3
user_72,373571,Godzilla: King of the Monsters,"[878, 28]",6.3
user_72,646389,Plane,"[28, 12, 53]",4.0
user_16,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",4.2
user_86,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",8.8
user_93,373571,Godzilla: King of the Monsters,"[878, 28]",9.7
user_77,913290,Barbarian,"[27, 9648]",4.2
user_74,511987,Crawl,"[27, 53]",2.9
user_85,399360,Alpha,"[12, 18]",3.0
user_14,653349,Vacation Friends,[35],8.6
user_48,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",7.9
user_74,773867,Seoul Vibe,"[28, 80, 35]",8.3
user_72,818647,Through My Window,"[10749, 18, 35]",6.5
user_83,646389,Plane,"[28, 12, 53]",1.2
user_85,474350,It Chapter Two,"[27, 18, 53]",1.3
user_35,913290,Barbarian,"[27, 9648]",9.3
user_45,1397493,2024.mov,[99],2.6
user_19,395817,The Thicket,"[80, 53, 37]",6.9
user_9,298618,The Flash,"[12, 28, 878]",7.7
user_4,1122504,Exorcism in Utero,[27],7.7
user_28,1330681,Hunnington Hills,"[53, 27]",4.8
user_44,346910,The Predator,"[878, 28, 12]",4.3
user_93,823219,Flow,"[16, 14, 12]",8.0
user_73,818647,Through My Window,"[10749, 18, 35]",1.8
user_7,298618,The Flash,"[12, 28, 878]",2.4
user_80,373571,Godzilla: King of the Monsters,"[878, 28]",7.1
user_35,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",7.0
user_63,818647,Through My Window,"[10749, 18, 35]",5.0
user_35,1403294,Entre Aulas,"[12, 18, 35]",7.8
user_15,653349,Vacation Friends,[35],4.9
user_37,395817,The Thicket,"[80, 53, 37]",5.4
user_86,913290,Barbarian,"[27, 9648]",1.4
user_51,818647,Through My Window,"[10749, 18, 35]",1.5
